
Mode 1

 Frequency      =   5.7166583E+00 GHz

 Total Q        =   1.7148469E+05
 Total Loss_av  =   2.0893757E+05
 Total Energy   =   9.9751578E-01

QFI-File (settings of Loss and Q-calculation):
==============================================

Q-Factor Information File Version 20010206
H-Field Mode 1
Frequency/Hz 5.716658340540e+09
Boundary Xmin1 Xmax1 Ymin1 Ymax1 Zmin1 Zmax1
Method new
Save3D FALSE
Layer **Cond. Enclosure** 5.800000000000e+07 1.000000000000e+00




              Logfile of Voltage Integration
              ==============================

 Stepsize                : 0.1739535

                 low        high    stepsize
         ----------- ----------- -----------
       X           0           0           1
       Y           0           0           1
       Z           0       26.24  1.7377E-01

Summary of electric voltage-integration:
========================================

frequency  = 5.71665834053998 GHz
beta       = 1
V_real     = 2003.42791163758
V_imag     = -2015514.13527091
V_full     = 2015515.13097774              = absolute value of   int(Ez*exp(ikz)dz)      k=2*pi*freq/beta/clight

 NData Points = 151


           X           Y           Z     delta_w     Ew_real     Ew_imag   cos(alfa)   sin(alfa)   Vsum_real   Vsum_imag
           0           0  1.0340E+01  1.7377E-04  -133255768           0  3.2592E-01  9.4540E-01 -6.6136E+05 -6.5224E+05
           0           0  1.0513E+01  1.7377E-04  -133438032           0  3.0617E-01  9.5198E-01 -6.6846E+05 -6.7432E+05
           0           0  1.0687E+01  1.7377E-04  -133616240           0  2.8628E-01  9.5815E-01 -6.7510E+05 -6.9657E+05
           0           0  1.0861E+01  1.7377E-04  -133790440           0  2.6627E-01  9.6390E-01 -6.8129E+05 -7.1898E+05
           0           0  1.1035E+01  1.7377E-04  -133960592           0  2.4615E-01  9.6923E-01 -6.8702E+05 -7.4154E+05
           0           0  1.1208E+01  1.7377E-04  -134126696           0  2.2592E-01  9.7415E-01 -6.9229E+05 -7.6424E+05
           0           0  1.1382E+01  1.7377E-04  -134288768           0  2.0559E-01  9.7864E-01 -6.9709E+05 -7.8708E+05
           0           0  1.1556E+01  1.7377E-04  -134446800           0  1.8517E-01  9.8271E-01 -7.0141E+05 -8.1004E+05
           0           0  1.1730E+01  1.7377E-04  -134600800           0  1.6467E-01  9.8635E-01 -7.0526E+05 -8.3311E+05
           0           0  1.1904E+01  1.7377E-04  -134750752           0  1.4410E-01  9.8956E-01 -7.0864E+05 -8.5628E+05
           0           0  1.2077E+01  1.7377E-04  -134896672           0  1.2347E-01  9.9235E-01 -7.1153E+05 -8.7955E+05
           0           0  1.2251E+01  1.7377E-04  -135038544           0  1.0278E-01  9.9470E-01 -7.1394E+05 -9.0289E+05
           0           0  1.2425E+01  1.7377E-04  -135176384           0  8.2048E-02  9.9663E-01 -7.1587E+05 -9.2630E+05
           0           0  1.2599E+01  1.7377E-04  -135310176           0  6.1282E-02  9.9812E-01 -7.1731E+05 -9.4977E+05
           0           0  1.2772E+01  1.7377E-04  -135439936           0  4.0489E-02  9.9918E-01 -7.1827E+05 -9.7329E+05
           0           0  1.2946E+01  1.7377E-04  -135565664           0  1.9678E-02  9.9981E-01 -7.1873E+05 -9.9684E+05
           0           0       13.12  1.7377E-04  -135648192           0 -1.1410E-03  1.0000E+00 -7.1870E+05 -1.0204E+06
           0           0  1.3294E+01  1.7377E-04  -135526896           0 -2.1960E-02  9.9976E-01 -7.1819E+05 -1.0440E+06
           0           0  1.3468E+01  1.7377E-04  -135402144           0 -4.2769E-02  9.9908E-01 -7.1718E+05 -1.0675E+06
           0           0  1.3641E+01  1.7377E-04  -135273984           0 -6.3559E-02  9.9798E-01 -7.1568E+05 -1.0909E+06
           0           0  1.3815E+01  1.7377E-04  -135142336           0 -8.4322E-02  9.9644E-01 -7.1370E+05 -1.1143E+06
           0           0  1.3989E+01  1.7377E-04  -135007264           0 -1.0505E-01  9.9447E-01 -7.1124E+05 -1.1377E+06
           0           0  1.4163E+01  1.7377E-04  -134868752           0 -1.2573E-01  9.9206E-01 -7.0829E+05 -1.1609E+06
           0           0  1.4336E+01  1.7377E-04  -134726768           0 -1.4636E-01  9.8923E-01 -7.0487E+05 -1.1841E+06
           0           0  1.4510E+01  1.7377E-04  -134581360           0 -1.6692E-01  9.8597E-01 -7.0096E+05 -1.2071E+06
           0           0  1.4684E+01  1.7377E-04  -134432544           0 -1.8741E-01  9.8228E-01 -6.9659E+05 -1.2301E+06
           0           0  1.4858E+01  1.7377E-04  -134280240           0 -2.0782E-01  9.7817E-01 -6.9174E+05 -1.2529E+06
           0           0  1.5032E+01  1.7377E-04  -134124504           0 -2.2814E-01  9.7363E-01 -6.8642E+05 -1.2756E+06
           0           0  1.5205E+01  1.7377E-04  -133965320           0 -2.4836E-01  9.6867E-01 -6.8064E+05 -1.2981E+06
           0           0  1.5379E+01  1.7377E-04  -133802704           0 -2.6847E-01  9.6329E-01 -6.7439E+05 -1.3205E+06
           0           0  1.5553E+01  1.7377E-04  -133636640           0 -2.8847E-01  9.5749E-01 -6.6770E+05 -1.3428E+06
           0           0  1.5727E+01  1.7377E-04  -133467128           0 -3.0834E-01  9.5128E-01 -6.6054E+05 -1.3648E+06
           0           0  1.5900E+01  1.7377E-04  -133294184           0 -3.2808E-01  9.4465E-01 -6.5294E+05 -1.3867E+06
           0           0  1.6074E+01  1.7377E-04  -133117784           0 -3.4767E-01  9.3762E-01 -6.4490E+05 -1.4084E+06
           0           0  1.6248E+01  1.7377E-04  -132937952           0 -3.6712E-01  9.3017E-01 -6.3642E+05 -1.4299E+06
           0           0  1.6422E+01  1.7377E-04  -132754672           0 -3.8640E-01  9.2233E-01 -6.2751E+05 -1.4512E+06
           0           0  1.6595E+01  1.7377E-04  -132567944           0 -4.0552E-01  9.1409E-01 -6.1817E+05 -1.4722E+06
           0           0  1.6769E+01  1.7377E-04  -132377784           0 -4.2446E-01  9.0545E-01 -6.0840E+05 -1.4931E+06
           0           0  1.6943E+01  1.7377E-04  -132184168           0 -4.4322E-01  8.9641E-01 -5.9822E+05 -1.5137E+06
           0           0  1.7117E+01  1.7377E-04  -131987120           0 -4.6179E-01  8.8699E-01 -5.8763E+05 -1.5340E+06
           0           0  1.7291E+01  1.7377E-04  -131786624           0 -4.8015E-01  8.7718E-01 -5.7663E+05 -1.5541E+06
           0           0  1.7464E+01  1.7377E-04  -131485176           0 -4.9831E-01  8.6700E-01 -5.6525E+05 -1.5739E+06
           0           0  1.7638E+01  1.7377E-04  -130990200           0 -5.1625E-01  8.5644E-01 -5.5350E+05 -1.5934E+06
           0           0  1.7812E+01  1.7377E-04  -130466896           0 -5.3397E-01  8.4550E-01 -5.4139E+05 -1.6126E+06
           0           0  1.7986E+01  1.7377E-04  -129915216           0 -5.5146E-01  8.3420E-01 -5.2894E+05 -1.6314E+06
           0           0  1.8159E+01  1.7377E-04  -129335168           0 -5.6871E-01  8.2254E-01 -5.1616E+05 -1.6499E+06
           0           0  1.8333E+01  1.7377E-04  -128726760           0 -5.8571E-01  8.1052E-01 -5.0306E+05 -1.6680E+06
           0           0  1.8507E+01  1.7377E-04  -128089992           0 -6.0245E-01  7.9815E-01 -4.8965E+05 -1.6858E+06
           0           0  1.8681E+01  1.7377E-04  -127424872           0 -6.1894E-01  7.8544E-01 -4.7594E+05 -1.7032E+06
           0           0  1.8855E+01  1.7377E-04  -126731376           0 -6.3516E-01  7.7238E-01 -4.6195E+05 -1.7202E+06
           0           0  1.9028E+01  1.7377E-04  -126009528           0 -6.5110E-01  7.5899E-01 -4.4769E+05 -1.7368E+06
           0           0  1.9202E+01  1.7377E-04  -125259312           0 -6.6676E-01  7.4527E-01 -4.3318E+05 -1.7530E+06
           0           0  1.9376E+01  1.7377E-04  -124480728           0 -6.8213E-01  7.3123E-01 -4.1843E+05 -1.7688E+06
           0           0  1.9550E+01  1.7377E-04  -123673792           0 -6.9721E-01  7.1687E-01 -4.0344E+05 -1.7842E+06
           0           0  1.9723E+01  1.7377E-04  -122838488           0 -7.1198E-01  7.0220E-01 -3.8824E+05 -1.7992E+06
           0           0  1.9897E+01  1.7377E-04  -121974840           0 -7.2645E-01  6.8722E-01 -3.7285E+05 -1.8138E+06
           0           0  2.0071E+01  1.7377E-04  -121082808           0 -7.4060E-01  6.7195E-01 -3.5726E+05 -1.8279E+06
           0           0  2.0245E+01  1.7377E-04  -120162432           0 -7.5442E-01  6.5639E-01 -3.4151E+05 -1.8416E+06
           0           0  2.0419E+01  1.7377E-04  -118914048           0 -7.6793E-01  6.4054E-01 -3.2564E+05 -1.8549E+06
           0           0  2.0592E+01  1.7377E-04  -117278184           0 -7.8109E-01  6.2441E-01 -3.0972E+05 -1.8676E+06
           0           0  2.0766E+01  1.7377E-04  -115505560           0 -7.9392E-01  6.0802E-01 -2.9379E+05 -1.8798E+06
           0           0  2.0940E+01  1.7377E-04  -113596128           0 -8.0641E-01  5.9136E-01 -2.7787E+05 -1.8915E+06
           0           0  2.1114E+01  1.7377E-04  -111549968           0 -8.1855E-01  5.7444E-01 -2.6200E+05 -1.9026E+06
           0           0  2.1287E+01  1.7377E-04  -109367016           0 -8.3033E-01  5.5727E-01 -2.4622E+05 -1.9132E+06
           0           0  2.1461E+01  1.7377E-04  -107047280           0 -8.4175E-01  5.3987E-01 -2.3056E+05 -1.9233E+06
           0           0  2.1635E+01  1.7377E-04  -104590768           0 -8.5281E-01  5.2222E-01 -2.1506E+05 -1.9327E+06
           0           0  2.1809E+01  1.7377E-04  -101997504           0 -8.6350E-01  5.0436E-01 -1.9976E+05 -1.9417E+06
           0           0  2.1983E+01  1.7377E-04   -99267464           0 -8.7381E-01  4.8627E-01 -1.8468E+05 -1.9501E+06
           0           0  2.2156E+01  1.7377E-04   -96400648           0 -8.8374E-01  4.6797E-01 -1.6988E+05 -1.9579E+06
           0           0  2.2330E+01  1.7377E-04   -93397072           0 -8.9329E-01  4.4947E-01 -1.5538E+05 -1.9652E+06
           0           0  2.2504E+01  1.7377E-04   -89934752           0 -9.0246E-01  4.3078E-01 -1.4128E+05 -1.9719E+06
           0           0  2.2678E+01  1.7377E-04   -85568432           0 -9.1123E-01  4.1190E-01 -1.2773E+05 -1.9781E+06
           0           0  2.2851E+01  1.7377E-04   -81143840           0 -9.1961E-01  3.9284E-01 -1.1476E+05 -1.9836E+06
           0           0  2.3025E+01  1.7377E-04   -76660960           0 -9.2759E-01  3.7361E-01 -1.0240E+05 -1.9886E+06
           0           0  2.3199E+01  1.7377E-04   -72119768           0 -9.3516E-01  3.5421E-01 -9.0683E+04 -1.9930E+06
           0           0  2.3373E+01  1.7377E-04   -67520312           0 -9.4234E-01  3.3467E-01 -7.9626E+04 -1.9969E+06
           0           0  2.3546E+01  1.7377E-04   -62862572           0 -9.4910E-01  3.1498E-01 -6.9258E+04 -2.0004E+06
           0           0  2.3720E+01  1.7377E-04   -58146540           0 -9.5545E-01  2.9515E-01 -5.9604E+04 -2.0034E+06
           0           0  2.3894E+01  1.7377E-04   -53372208           0 -9.6139E-01  2.7520E-01 -5.0688E+04 -2.0059E+06
           0           0  2.4068E+01  1.7377E-04   -48539604           0 -9.6691E-01  2.5512E-01 -4.2532E+04 -2.0081E+06
           0           0  2.4242E+01  1.7377E-04   -43648708           0 -9.7201E-01  2.3494E-01 -3.5159E+04 -2.0099E+06
           0           0  2.4415E+01  1.7377E-04   -39054264           0 -9.7669E-01  2.1465E-01 -2.8530E+04 -2.0113E+06
           0           0  2.4589E+01  1.7377E-04   -34794908           0 -9.8095E-01  1.9427E-01 -2.2599E+04 -2.0125E+06
           0           0  2.4763E+01  1.7377E-04   -30664716           0 -9.8478E-01  1.7380E-01 -1.7352E+04 -2.0134E+06
           0           0  2.4937E+01  1.7377E-04   -26663622           0 -9.8819E-01  1.5326E-01 -1.2773E+04 -2.0141E+06
           0           0  2.5110E+01  1.7377E-04   -22791632           0 -9.9116E-01  1.3266E-01 -8.8472E+03 -2.0146E+06
           0           0  2.5284E+01  1.7377E-04   -19048748           0 -9.9371E-01  1.1199E-01 -5.5579E+03 -2.0150E+06
           0           0  2.5458E+01  1.7377E-04   -15434967           0 -9.9583E-01  9.1282E-02 -2.8868E+03 -2.0153E+06
           0           0  2.5632E+01  1.7377E-04   -11950290           0 -9.9751E-01  7.0531E-02 -8.1535E+02 -2.0154E+06
           0           0  2.5806E+01  1.7377E-04    -8594715           0 -9.9876E-01  4.9748E-02  6.7634E+02 -2.0155E+06
           0           0  2.5979E+01  1.7377E-04  -5368245.5           0 -9.9958E-01  2.8944E-02  1.6088E+03 -2.0155E+06
           0           0  2.6153E+01  1.7377E-04 -2270878.25           0 -9.9997E-01  8.1280E-03  2.0034E+03 -2.0155E+06
